0	7.5306
12	1.27369
24	0.866962
36	0.885997
48	0.852461
60	0.865245
72	0.86824
84	0.868215
96	0.868207
108	0.868207
120	0.868207
132	0.86821
144	0.865046
156	0.865213
168	0.865082
180	0.864898
192	0.86505
204	0.865032
216	0.865015
228	0.864938
240	0.865164
252	0.320286
264	0.138767
276	0.112755
288	0.104856
300	0.102465

0	3.741
12	1.26831
24	1.01322
36	0.914054
48	0.522936
60	0.503064
72	0.508254
84	0.492981
96	0.458379
108	0.44592
120	0.426961
132	0.290832
144	0.205344
156	0.179546
168	0.160983
180	0.129547
192	0.129442
204	0.119555
216	0.114591
228	0.111137
240	0.105113
252	0.10277
264	0.10226
276	0.101324
288	0.101446
300	0.101062

0	8.13769
12	1.39358
24	0.414666
36	0.342583
48	0.26103
60	0.223481
72	0.212248
84	0.207711
96	0.204185
108	0.203582
120	0.195933
132	0.176734
144	0.164273
156	0.152961
168	0.152288
180	0.148909
192	0.146592
204	0.12823
216	0.123817
228	0.119131
240	0.11787
252	0.116434
264	0.115148
276	0.11463
288	0.113802
300	0.112797

0	6.01757
12	1.51146
24	0.626863
36	0.441468
48	0.375067
60	0.335012
72	0.293197
84	0.23887
96	0.221554
108	0.217451
120	0.21551
132	0.207817
144	0.205242
156	0.212739
168	0.201435
180	0.200221
192	0.190966
204	0.17419
216	0.171345
228	0.166745
240	0.162329
252	0.159808
264	0.160164
276	0.152787
288	0.146102
300	0.16057

0	5.70566
12	1.07298
24	0.427454
36	0.279477
48	0.240181
60	0.216894
72	0.202266
84	0.191759
96	0.183133
108	0.159714
120	0.14964
132	0.141945
144	0.153736
156	0.150504
168	0.147554
180	0.134992
192	0.131475
204	0.129859
216	0.126739
228	0.122088
240	0.119163
252	0.118063
264	0.116888
276	0.11688
288	0.116464
300	0.11538

