0	7.5306
12	5.71296
24	6.56069
36	3.96723
48	0.858831
60	0.665068
72	0.543612
84	0.501985
96	0.42372
108	0.313699
120	0.274761
132	0.251885
144	0.245876
156	0.244959
168	0.243988
180	0.243373
192	0.243164
204	0.243246
216	0.242588
228	0.242674
240	0.242554
252	0.244197
264	0.244389
276	0.244241
288	0.243942
300	0.24252

0	3.741
12	5.22276
24	1.28388
36	0.609099
48	0.51519
60	0.482036
72	0.458085
84	0.425595
96	0.396203
108	0.279122
120	0.258796
132	0.251769
144	0.249443
156	0.248449
168	0.246841
180	0.24564
192	0.245722
204	0.246434
216	0.246001
228	0.246164
240	0.246525
252	0.245921
264	0.244442
276	0.244607
288	0.245199
300	0.244771

0	8.13769
12	11.3605
24	6.64862
36	5.3145
48	0.447941
60	0.349822
72	0.317886
84	0.293255
96	0.279975
108	0.256392
120	0.243582
132	0.213198
144	0.138294
156	0.0807504
168	0.0744095
180	0.06767
192	0.063724
204	0.0639992
216	0.0612043
228	0.0570107
240	0.0540165
252	0.0537154
264	0.0538448
276	0.0543857
288	0.0541561
300	0.0543413

0	6.01757
12	7.59532
24	8.02069
36	6.26363
48	6.69052
60	6.25966
72	9.2475
84	8.70649
96	5.3972
108	2.10483
120	0.724556
132	0.468942
144	0.312904
156	0.274526
168	0.261192
180	0.250683
192	0.245328
204	0.245123
216	0.24335
228	0.244117
240	0.242838
252	0.242628
264	0.243385
276	0.242787
288	0.242355
300	0.242226

0	5.70566
12	6.90433
24	9.77032
36	3.7181
48	9.70566
60	8.59865
72	2.4249
84	0.717289
96	0.503815
108	0.439681
120	0.347253
132	0.277369
144	0.256552
156	0.251638
168	0.247138
180	0.245041
192	0.243782
204	0.243785
216	0.244781
228	0.242545
240	0.242628
252	0.242544
264	0.242293
276	0.244239
288	0.243161
300	0.241771

