0	0.893779
8	0.908077
16	0.908317
24	0.90835
32	0.908352
40	0.90836
48	0.90838
56	0.908382
64	0.908392
72	0.9084
80	0.908403
88	0.908401
96	0.908402
104	0.908406
112	0.90841
120	0.90841
128	0.908418
136	0.908418
144	0.908419
152	0.908418
160	0.908416
168	0.908415
176	0.908416
184	0.908413
192	0.908413
200	0.908414

0	0.896882
8	0.908114
16	0.908255
24	0.908344
32	0.908379
40	0.908387
48	0.908375
56	0.908381
64	0.908384
72	0.908389
80	0.908391
88	0.908393
96	0.908404
104	0.908407
112	0.908409
120	0.908409
128	0.908411
136	0.90841
144	0.908414
152	0.908411
160	0.908417
168	0.908412
176	0.908404
184	0.908405
192	0.908407
200	0.908408

0	0.884398
8	0.907204
16	0.908297
24	0.908352
32	0.908372
40	0.908389
48	0.908392
56	0.908395
64	0.9084
72	0.908405
80	0.908407
88	0.90841
96	0.908413
104	0.908415
112	0.908415
120	0.908415
128	0.908416
136	0.908416
144	0.908417
152	0.908419
160	0.90842
168	0.90842
176	0.908423
184	0.908423
192	0.908424
200	0.90842

0	0.891543
8	0.907658
16	0.908222
24	0.908326
32	0.908342
40	0.908371
48	0.908388
56	0.908392
64	0.908397
72	0.908402
80	0.908412
88	0.90841
96	0.908393
104	0.908406
112	0.908406
120	0.908408
128	0.90841
136	0.908412
144	0.908415
152	0.908417
160	0.908418
168	0.908418
176	0.908421
184	0.908422
192	0.908424
200	0.908425

0	0.892403
8	0.907995
16	0.908335
24	0.908359
32	0.908364
40	0.908385
48	0.908389
56	0.9084
64	0.908405
72	0.908407
80	0.908409
88	0.90841
96	0.908414
104	0.908415
112	0.908418
120	0.908418
128	0.908421
136	0.908416
144	0.908416
152	0.908417
160	0.908418
168	0.908417
176	0.908418
184	0.908419
192	0.908419
200	0.908421

