0	0.969129
20	0.995083
40	0.995648
60	0.995908
80	0.995974
100	0.99601
120	0.996023
140	0.996034
160	0.99604
180	0.996044
200	0.996048
220	0.99605
240	0.996052
260	0.996053
280	0.996053
300	0.996054
320	0.996056
340	0.996057
360	0.996058
380	0.996065
400	0.996066
420	0.996066
440	0.996066
460	0.996068
480	0.996068
500	0.996068

0	0.956726
20	0.995226
40	0.995711
60	0.995862
80	0.995946
100	0.99599
120	0.996003
140	0.996011
160	0.996016
180	0.996031
200	0.996042
220	0.996049
240	0.996052
260	0.996055
280	0.996057
300	0.996058
320	0.996059
340	0.996061
360	0.996062
380	0.996063
400	0.996064
420	0.996065
440	0.996066
460	0.996067
480	0.996068
500	0.996068

0	0.973179
20	0.995303
40	0.995723
60	0.995879
80	0.995958
100	0.995998
120	0.99602
140	0.996029
160	0.996038
180	0.996041
200	0.996048
220	0.99605
240	0.996052
260	0.996054
280	0.996055
300	0.996057
320	0.996058
340	0.99606
360	0.996061
380	0.996063
400	0.996064
420	0.996065
440	0.996065
460	0.996066
480	0.996066
500	0.996066

0	0.959552
20	0.995254
40	0.995737
60	0.995906
80	0.995969
100	0.99601
120	0.996032
140	0.996038
160	0.996045
180	0.996049
200	0.996052
220	0.996058
240	0.996061
260	0.996063
280	0.996064
300	0.996065
320	0.996066
340	0.996067
360	0.996067
380	0.996068
400	0.996068
420	0.996069
440	0.996069
460	0.996069
480	0.99607
500	0.99607

0	0.971168
20	0.99532
40	0.995721
60	0.995902
80	0.995969
100	0.996009
120	0.996021
140	0.996029
160	0.996037
180	0.996046
200	0.996051
220	0.996054
240	0.996056
260	0.996059
280	0.99606
300	0.996062
320	0.996063
340	0.996064
360	0.996065
380	0.996066
400	0.996067
420	0.996067
440	0.996067
460	0.996068
480	0.996068
500	0.996069

