0	0.711961
20	0.97799
40	0.978079
60	0.978206
80	0.988479
100	0.988768
120	0.98879
140	0.98879
160	0.988874
180	0.988829
200	0.988847
220	0.988855
240	0.988932
260	0.988876
280	0.988874
300	0.988906
320	0.98893
340	0.988914
360	0.988917
380	0.988919
400	0.988922
420	0.988932
440	0.988941
460	0.988954
480	0.98895
500	0.988951

0	0.838385
20	0.982409
40	0.982608
60	0.98369
80	0.984044
100	0.98424
120	0.984564
140	0.984675
160	0.984713
180	0.984739
200	0.984804
220	0.984844
240	0.985115
260	0.985229
280	0.985611
300	0.985791
320	0.985822
340	0.985874
360	0.986062
380	0.986076
400	0.986116
420	0.986123
440	0.986188
460	0.986239
480	0.98633
500	0.986408

0	0.799933
20	0.975861
40	0.976308
60	0.977213
80	0.977172
100	0.977649
120	0.977771
140	0.977866
160	0.977882
180	0.978061
200	0.978055
220	0.978144
240	0.978227
260	0.978259
280	0.978246
300	0.977977
320	0.97857
340	0.978664
360	0.978722
380	0.9788
400	0.978828
420	0.979266
440	0.979457
460	0.979481
480	0.979122
500	0.979506

0	0.835361
20	0.975276
40	0.975721
60	0.975842
80	0.97595
100	0.976123
120	0.976142
140	0.976496
160	0.976787
180	0.976948
200	0.977119
220	0.977136
240	0.977127
260	0.977266
280	0.977689
300	0.977676
320	0.977731
340	0.977763
360	0.977844
380	0.978075
400	0.978036
420	0.978134
440	0.978312
460	0.978324
480	0.978332
500	0.978359

0	0.864561
20	0.975436
40	0.975859
60	0.976796
80	0.977422
100	0.977466
120	0.989348
140	0.989549
160	0.989591
180	0.989521
200	0.989547
220	0.989639
240	0.989557
260	0.989522
280	0.989539
300	0.989557
320	0.989557
340	0.989571
360	0.989575
380	0.98958
400	0.989582
420	0.989596
440	0.989596
460	0.989623
480	0.989626
500	0.989628

