0	0.979056
8	0.997174
16	0.997488
24	0.997495
32	0.997511
40	0.99751
48	0.997528
56	0.997545
64	0.997545
72	0.997545
80	0.997546
88	0.997546
96	0.997545
104	0.997545
112	0.997545
120	0.997545
128	0.997545
136	0.997545
144	0.997545
152	0.997545
160	0.997543
168	0.997543
176	0.997543
184	0.997543
192	0.997543
200	0.997541

0	0.958402
8	0.990236
16	0.990961
24	0.997551
32	0.997538
40	0.997542
48	0.997542
56	0.997542
64	0.997542
72	0.997542
80	0.997542
88	0.997541
96	0.997541
104	0.997541
112	0.997541
120	0.997541
128	0.997541
136	0.997541
144	0.997541
152	0.997541
160	0.997541
168	0.997541
176	0.997541
184	0.997541
192	0.997541
200	0.997541

0	0.962623
8	0.99581
16	0.997528
24	0.997545
32	0.997545
40	0.997543
48	0.997543
56	0.997542
64	0.997544
72	0.997543
80	0.997539
88	0.997539
96	0.997539
104	0.997539
112	0.997539
120	0.997539
128	0.997539
136	0.997539
144	0.997539
152	0.997539
160	0.997539
168	0.997539
176	0.997539
184	0.997539
192	0.997539
200	0.997539

0	0.984028
8	0.997372
16	0.997527
24	0.997527
32	0.997526
40	0.997549
48	0.997548
56	0.997549
64	0.997545
72	0.997544
80	0.997542
88	0.997543
96	0.997543
104	0.997543
112	0.997543
120	0.997542
128	0.997542
136	0.997542
144	0.997543
152	0.997542
160	0.997542
168	0.997542
176	0.997542
184	0.997542
192	0.997542
200	0.997542

0	0.977369
8	0.987671
16	0.990687
24	0.997532
32	0.997534
40	0.997531
48	0.997532
56	0.997533
64	0.997533
72	0.997535
80	0.997535
88	0.997534
96	0.997534
104	0.997534
112	0.997534
120	0.997534
128	0.997534
136	0.997534
144	0.997534
152	0.997541
160	0.997541
168	0.997541
176	0.997541
184	0.997541
192	0.997541
200	0.997541

